City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
364,Aras,ES,42.56,-2.36,60.8,67,59,9.17,broken clouds
365,Wagga Wagga,AU,-35.12,147.37,71.6,53,80,3.36,broken clouds
366,Qujing,CN,25.48,103.78,48.87,71,59,4.56,broken clouds
367,Tessalit,ML,20.2,1.01,81.52,16,0,7.0,clear sky
368,Toora-Khem,RU,52.47,96.11,26.91,95,0,2.08,clear sky
369,Vila Franca Do Campo,PT,37.72,-25.43,59.0,82,75,9.17,broken clouds
370,Kitimat,CA,54.05,-128.65,39.0,89,53,2.33,light rain
371,Kloulklubed,PW,7.04,134.26,80.6,83,90,5.82,overcast clouds
372,Ballangen,NO,68.34,16.83,33.8,64,96,19.46,overcast clouds
373,Nantucket,US,41.28,-70.1,62.01,92,1,3.36,clear sky
374,Pestisani,RO,45.07,23.03,46.83,53,67,2.37,broken clouds
375,Zdvinsk,RU,54.7,78.66,42.48,65,100,13.35,overcast clouds
376,Minab,IR,27.15,57.08,60.8,63,0,4.7,clear sky
377,Marsh Harbour,BS,26.54,-77.06,80.28,75,100,20.33,overcast clouds
378,San Benito,US,36.62,-121.08,75.0,26,0,4.23,clear sky
379,Paita,PE,-5.09,-81.11,64.99,83,0,13.0,clear sky
380,Aklavik,CA,68.22,-135.01,19.4,79,20,4.7,few clouds
381,Magomeni,TZ,-6.8,39.25,73.4,94,5,4.16,clear sky
382,Sao Joao Da Barra,BR,-21.64,-41.05,73.67,86,19,10.94,light rain
383,Jampur,PK,29.64,70.6,61.5,30,0,4.14,clear sky
384,Eureka,US,40.8,-124.16,63.0,55,1,20.8,clear sky
385,Walvis Bay,NA,-22.96,14.51,60.8,77,12,11.41,few clouds
386,Conceicao Do Araguaia,BR,-8.26,-49.26,84.7,50,0,3.69,clear sky
387,Kisangani,CD,0.52,25.2,70.61,98,100,2.19,moderate rain
388,Vestmannaeyjar,IS,63.44,-20.27,41.9,85,100,29.42,light rain
389,Kabwe,ZM,-14.45,28.45,73.89,43,4,12.03,clear sky
390,Knysna,ZA,-34.04,23.05,50.0,100,90,4.7,light rain
391,Palenque,MX,17.52,-91.97,75.07,92,0,7.85,clear sky
392,Tra Vinh,VN,9.93,106.35,79.7,89,99,5.32,light rain
393,Nurota,UZ,40.56,65.69,50.0,66,94,9.17,overcast clouds
394,Rexburg,US,43.83,-111.79,52.0,40,1,19.46,clear sky
395,Lake Havasu City,US,34.48,-114.32,93.2,8,1,8.05,clear sky
396,Port-Gentil,GA,-0.72,8.78,78.28,86,97,12.06,overcast clouds
397,Severnyy-Kospashskiy,RU,59.09,57.8,28.0,94,100,9.04,light snow
398,Ekhabi,RU,53.51,142.97,49.12,85,100,14.67,overcast clouds
399,Bintulu,MY,3.17,113.03,78.8,88,20,4.7,few clouds
400,Leicester,GB,52.64,-1.13,53.01,29,100,8.01,overcast clouds
401,Zhicheng,CN,30.3,111.5,66.99,66,0,4.52,clear sky
402,Anadyr,RU,64.75,177.48,39.2,80,72,11.18,broken clouds
403,Slave Lake,CA,55.28,-114.77,19.4,73,90,18.34,overcast clouds
404,Kanashevo,RU,55.22,62.06,32.0,93,75,11.18,broken clouds
405,Laredo,US,27.51,-99.51,89.6,45,20,12.75,few clouds
406,Doha,QA,25.29,51.53,78.8,69,0,4.7,clear sky
407,Rabo De Peixe,PT,37.8,-25.58,59.0,82,75,9.17,broken clouds
408,Den Helder,NL,52.96,4.76,57.99,93,75,14.99,broken clouds
409,Cumra,TR,37.57,32.77,55.4,71,20,10.29,few clouds
410,Nanortalik,GL,60.14,-45.24,33.93,84,99,28.59,overcast clouds
411,Senta,RS,45.93,20.08,50.81,69,91,6.76,overcast clouds
412,Saint-Louis,SN,16.33,-15.0,82.4,51,0,7.58,clear sky
413,Egvekinot,RU,66.32,-179.17,32.58,99,100,4.79,overcast clouds
414,Sao Felix Do Xingu,BR,-6.64,-51.99,75.33,84,27,0.22,light rain
415,Izazi,TZ,-7.2,35.73,62.6,72,5,2.44,clear sky
416,Aswan,EG,24.09,32.91,75.38,27,0,7.54,clear sky
417,Deputatskiy,RU,69.3,139.9,7.56,96,100,1.88,overcast clouds
418,Pedernales,DO,18.04,-71.74,81.16,70,90,1.81,overcast clouds
419,Dryden,CA,49.78,-92.75,30.2,92,90,4.7,overcast clouds
420,Acapulco,MX,16.86,-99.89,84.2,83,75,4.7,broken clouds
421,Iracoubo,GF,5.48,-53.2,80.76,80,0,10.45,clear sky
422,Labytnangi,RU,66.66,66.42,18.81,94,98,6.44,overcast clouds
423,Isangel,VU,-19.55,169.27,86.0,62,20,9.17,few clouds
424,Ahipara,NZ,-35.17,173.17,61.9,86,100,5.7,light rain
425,Luanda,AO,-8.84,13.23,77.0,78,75,5.82,broken clouds
426,Weligama,LK,5.97,80.42,78.84,86,4,10.29,light rain
427,Sao Jose De Ribamar,BR,-2.56,-44.05,80.6,78,3,12.75,clear sky
428,Domanivka,UA,47.63,30.99,49.26,68,100,4.88,overcast clouds
429,Grindavik,IS,63.84,-22.43,41.0,86,90,24.16,moderate rain
430,Larsnes,NO,62.2,5.58,44.01,83,100,4.0,overcast clouds
431,Abaete,BR,-19.16,-45.45,73.83,77,96,3.96,light rain
432,Tiarei,PF,-17.53,-149.33,80.01,83,75,11.41,shower rain
433,Half Moon Bay,US,37.46,-122.43,77.0,77,1,4.7,haze
434,Sydney Mines,CA,46.24,-60.22,52.0,93,90,9.17,light intensity drizzle
435,Ternate,ID,0.8,127.4,83.16,74,100,5.79,overcast clouds
436,Grand Gaube,MU,-20.01,57.66,71.01,83,56,4.0,light rain
437,Tautira,PF,-17.73,-149.15,80.01,83,75,11.41,shower rain
438,Mochudi,BW,-24.42,26.15,68.0,60,12,11.41,few clouds
439,Santa Rosa,PH,14.31,121.11,86.0,79,40,5.82,scattered clouds
440,Jalingo,NG,8.88,11.37,75.34,80,79,2.01,broken clouds
441,Cayenne,GF,4.93,-52.33,78.8,94,0,9.08,clear sky
442,Tarsus,TR,36.92,34.88,69.8,83,0,5.82,clear sky
443,Haicheng,CN,40.85,122.75,42.75,54,0,11.32,clear sky
444,Barra Do Garcas,BR,-15.89,-52.26,76.37,75,84,3.36,light rain
445,Husavik,IS,66.04,-17.34,28.4,86,33,2.24,scattered clouds
446,Warri,NG,5.52,5.75,75.97,94,69,2.44,broken clouds
447,Hobyo,SO,5.35,48.53,79.43,84,0,18.75,clear sky
448,Takoradi,GH,4.88,-1.76,76.86,92,82,7.81,broken clouds
449,San Quintin,MX,30.48,-115.95,67.68,78,25,9.71,scattered clouds
450,Brooks,CA,50.58,-111.89,24.01,76,100,5.01,overcast clouds
451,Namatanai,PG,-3.67,152.43,85.26,66,4,7.54,clear sky
452,Kizukuri,JP,40.81,140.39,57.99,71,75,1.12,broken clouds
453,Hvolsvollur,IS,63.75,-20.22,36.0,86,100,11.01,overcast clouds
454,Koraput,IN,18.82,82.72,64.65,87,87,0.76,overcast clouds
455,Belmonte,BR,-15.86,-38.88,77.0,78,75,9.17,broken clouds
456,Royan,FR,45.63,-1.03,59.0,93,0,12.75,clear sky
457,Savannah Bight,HN,16.45,-85.85,82.63,74,7,8.77,clear sky
458,Matay,EG,28.42,30.78,70.68,69,0,6.96,clear sky
459,Odweyne,SO,9.41,45.06,71.4,39,0,1.99,clear sky
460,Mola Di Bari,IT,41.06,17.09,52.0,81,92,6.93,overcast clouds
461,Kulykivka,UA,51.37,31.65,47.5,76,100,5.64,light rain
462,Clyde River,CA,70.47,-68.59,15.8,78,1,5.82,clear sky
463,Barceloneta,PR,18.45,-66.54,79.0,90,50,1.01,scattered clouds
464,Cidreira,BR,-30.18,-50.21,65.91,89,100,17.98,light rain
465,Phalodi,IN,27.13,72.37,76.33,18,0,8.86,clear sky
466,Tarakan,ID,3.3,117.63,81.05,78,7,7.23,clear sky
467,Muisne,EC,0.6,-80.03,74.7,79,78,8.3,broken clouds
468,Pacific Grove,US,36.62,-121.92,66.0,72,1,4.7,clear sky
469,Hami,CN,42.8,93.45,51.67,39,0,6.82,clear sky
470,Puerto Madryn,AR,-42.77,-65.04,58.69,36,95,19.62,overcast clouds
471,Mayo,US,38.89,-76.51,68.0,99,0,9.31,clear sky
472,Saint-Augustin,CA,51.23,-58.65,38.34,77,100,7.65,overcast clouds
473,Gorontalo,ID,0.54,123.06,87.46,50,58,2.68,broken clouds
474,Labuhan,ID,-6.88,112.21,83.55,69,100,5.77,overcast clouds
475,Bonavista,CA,48.65,-53.11,43.0,88,62,5.01,broken clouds
476,Lavrentiya,RU,65.58,-171.0,37.69,87,0,4.79,clear sky
477,Yulara,AU,-25.24,130.99,95.0,14,0,19.46,clear sky
478,Manitouwadge,CA,49.12,-85.84,33.22,98,100,1.86,overcast clouds
479,Alyangula,AU,-13.85,136.42,87.8,62,100,9.17,overcast clouds
480,Rawson,AR,-43.3,-65.1,58.82,35,51,20.49,broken clouds
481,Pangnirtung,CA,66.15,-65.71,28.4,86,90,2.24,overcast clouds
482,Aksarka,RU,66.56,67.8,18.37,97,98,13.44,overcast clouds
483,Ilulissat,GL,69.22,-51.1,28.4,74,100,4.7,overcast clouds
484,Chama,CH,47.18,8.46,52.0,93,20,4.88,few clouds
485,Moses Lake,US,47.13,-119.28,53.6,32,1,14.99,clear sky
486,Lata,PT,40.16,-8.33,57.0,96,2,3.62,clear sky
487,Waipawa,NZ,-41.41,175.52,63.0,67,0,20.8,clear sky
488,Mount Isa,AU,-20.73,139.5,98.6,22,0,10.29,clear sky
489,Shostka,UA,51.86,33.47,43.7,84,100,3.49,overcast clouds
490,Along,IN,28.17,94.77,65.79,82,2,1.05,clear sky
491,Nicoya,CR,10.15,-85.45,77.0,94,75,5.82,broken clouds
492,Sobolevo,RU,54.43,31.9,39.25,96,100,5.41,light rain
493,Valdivia,CL,-39.81,-73.25,48.2,87,0,1.12,clear sky
494,Vostok,RU,46.49,135.88,41.85,99,100,2.68,light rain
495,Phan Thiet,VN,10.93,108.1,79.75,82,89,0.07,overcast clouds
496,Marquette,US,46.53,-87.63,39.0,72,100,1.01,overcast clouds
497,Apatity,RU,67.56,33.4,26.44,97,100,5.12,overcast clouds
498,Hayden,US,47.77,-116.79,41.0,82,1,5.01,light rain
499,Tanggu,CN,39.02,117.65,50.0,37,0,8.95,clear sky
500,Maningrida,AU,-12.07,134.27,91.06,44,15,5.61,few clouds
501,Kholodnyy,RU,62.72,147.95,15.22,81,100,1.16,overcast clouds
502,Alta Floresta,BR,-9.88,-56.09,73.49,87,100,3.02,light rain
503,Nome,US,64.5,-165.41,39.2,86,90,6.93,overcast clouds
504,Qarqin,AF,37.42,66.04,56.41,31,0,9.37,clear sky
505,Emba,KZ,48.83,58.14,34.48,86,100,12.37,overcast clouds
506,Menongue,AO,-14.66,17.69,66.88,56,92,6.11,overcast clouds
507,Bambanglipuro,ID,-7.95,110.28,83.7,68,3,5.44,clear sky
508,Ilhabela,BR,-23.78,-45.36,71.02,86,11,3.87,light rain
509,Cusuna,HN,15.85,-85.23,77.31,88,5,4.99,clear sky
510,Mao,ES,39.89,4.27,68.0,82,89,11.41,overcast clouds
511,Bhawana,PK,31.57,72.65,65.95,27,0,4.09,clear sky
512,Sindou,BF,10.67,-5.17,79.25,53,67,1.48,broken clouds
513,Nenjiang,CN,49.18,125.22,32.11,78,0,13.62,clear sky
514,Subirana,HN,15.2,-87.45,80.6,74,20,4.7,few clouds
515,Pacifica,US,37.61,-122.49,66.99,77,1,4.7,haze
516,Broome,US,42.25,-75.83,64.4,88,90,6.93,overcast clouds
517,Beruwala,LK,6.48,79.98,79.45,85,1,9.42,moderate rain
518,Caconda,AO,-13.73,15.07,60.55,68,6,6.46,clear sky
519,Hervey Bay,AU,-25.3,152.85,80.01,54,40,10.29,scattered clouds
520,Reconquista,AR,-29.15,-59.65,74.26,83,0,10.96,clear sky
521,Chapais,CA,49.78,-74.85,32.0,98,90,9.17,light snow
522,Mogadishu,SO,2.04,45.34,79.65,85,0,12.12,clear sky
523,Canico,PT,32.63,-16.85,62.6,72,40,9.17,light intensity shower rain
524,Sunbury,AU,-37.58,144.73,66.0,59,75,6.93,broken clouds
525,Mabaruma,GY,8.2,-59.78,77.14,91,96,3.89,overcast clouds
526,Ajaccio,FR,42.0,8.92,51.8,76,100,9.17,overcast clouds
527,Tucuma,BR,-0.18,-50.05,80.11,80,92,9.31,overcast clouds
528,Mwinilunga,ZM,-11.74,24.43,64.18,85,94,3.78,overcast clouds
529,Vryburg,ZA,-26.96,24.73,69.01,44,0,14.97,clear sky
530,Eutin,DE,54.13,10.62,61.0,82,99,21.92,overcast clouds
531,Bundaberg,AU,-24.85,152.35,80.01,54,40,10.29,scattered clouds
532,Kamenka,RU,51.32,42.77,35.01,94,100,3.44,overcast clouds
533,Baruun-Urt,MN,46.68,113.28,25.16,82,0,9.82,clear sky
534,Qasigiannguit,GL,68.82,-51.19,28.4,74,96,4.7,overcast clouds
535,Boende,CD,-0.22,20.87,71.19,97,96,2.01,overcast clouds
536,Nizhniy Kuranakh,RU,58.84,125.49,17.1,93,100,2.04,overcast clouds
537,Umba,RU,66.69,34.34,31.62,97,100,6.69,overcast clouds
538,Tuy Hoa,VN,13.08,109.3,76.75,77,100,4.34,moderate rain
539,Burnie,AU,-41.07,145.92,56.5,74,50,8.19,scattered clouds
540,High Prairie,CA,55.43,-116.49,15.8,91,81,6.06,broken clouds
541,Faratsiho,MG,-19.4,46.95,54.36,84,1,4.59,clear sky
542,Mount Gambier,AU,-37.83,140.77,60.8,63,40,10.29,scattered clouds
543,Salym,RU,60.06,71.48,30.38,98,93,5.77,overcast clouds
544,La Macarena,CO,2.18,-73.78,73.26,98,100,2.84,moderate rain
545,Acarau,BR,-2.89,-40.12,79.81,81,3,16.58,clear sky
546,Lima,PE,-12.04,-77.03,62.6,82,60,14.99,broken clouds
547,Betafo,MG,-19.83,46.85,57.61,77,9,5.86,clear sky
548,Jaru,BR,-10.44,-62.47,77.22,80,100,3.78,overcast clouds
549,Vao,NC,-22.67,167.48,73.6,86,0,14.0,clear sky
550,Megion,RU,61.03,76.11,32.0,99,75,4.47,light shower snow
551,Puliyankudi,IN,9.17,77.42,76.87,74,100,8.79,overcast clouds
552,Vieux-Habitants,GP,16.06,-61.77,80.6,83,94,3.36,overcast clouds
553,Cape Canaveral,US,28.41,-80.6,81.0,69,1,9.17,clear sky
554,Zhezkazgan,KZ,47.8,67.71,38.95,65,0,11.14,clear sky
555,Rocha,UY,-34.48,-54.33,55.67,75,100,10.67,moderate rain
556,Hamilton,US,39.18,-84.53,64.99,100,40,2.8,mist
557,Fontenay-Le-Comte,FR,46.58,-1.0,59.0,100,75,5.82,fog
558,Petrivka,UA,46.97,30.96,53.6,76,100,4.47,overcast clouds
559,Roald,NO,62.58,6.13,42.8,75,92,19.46,overcast clouds
560,Pachalum,GT,14.92,-90.66,71.6,78,20,6.93,haze
561,Velikiy Ustyug,RU,60.76,46.31,27.46,97,67,7.43,snow
562,La Ronge,CA,55.1,-105.28,26.6,58,90,8.05,overcast clouds
563,Mbini,GQ,1.57,9.61,75.56,88,78,4.59,broken clouds
564,Yamandu,SL,7.94,-11.49,72.19,97,63,0.67,broken clouds
565,Moron,AR,-34.65,-58.62,61.0,97,100,8.01,moderate rain
566,Mindelo,CV,16.89,-24.98,78.8,78,40,25.28,scattered clouds
567,Presidencia Roque Saenz Pena,AR,-26.79,-60.44,79.66,56,1,1.66,clear sky
568,Palana,RU,59.12,159.97,36.5,87,96,4.59,overcast clouds
569,Poum,NC,-20.23,164.02,77.22,76,0,11.7,clear sky
570,Luganville,VU,-15.53,167.17,82.4,74,75,3.36,broken clouds
571,Aleysk,RU,52.49,82.78,49.15,48,100,22.88,overcast clouds
572,Houma,US,29.6,-90.72,75.2,88,1,5.82,clear sky
573,Gotsu,JP,35.0,132.22,62.6,100,75,4.7,light intensity shower rain
574,Katherine,AU,-14.47,132.27,89.6,52,100,11.41,overcast clouds
575,Ewa Beach,US,21.32,-158.01,82.4,69,75,8.05,broken clouds
576,Lebu,CL,-37.62,-73.65,47.64,80,0,15.61,clear sky
577,Heihe,CN,50.24,127.49,30.2,54,20,11.18,few clouds
578,Aksu,CN,41.12,80.26,43.12,53,0,0.38,clear sky
579,Leh,IN,34.17,77.58,32.88,70,12,3.2,few clouds
580,Avera,US,33.19,-82.53,71.6,83,40,4.7,scattered clouds
581,Lewistown,US,40.6,-77.57,66.2,88,40,0.83,scattered clouds
582,Demidov,RU,55.27,31.52,40.75,96,100,5.53,light rain
583,Montlucon,FR,46.33,2.6,57.0,88,90,5.79,light rain
584,Tabuny,RU,52.78,78.79,46.45,55,100,19.37,overcast clouds
585,Buala,SB,-8.14,159.59,81.75,76,100,10.13,moderate rain
586,Kosh-Agach,RU,50.0,88.67,26.78,78,0,2.75,clear sky
587,Sangar,RU,63.92,127.47,17.2,96,97,3.11,overcast clouds
588,Bulungu,CD,-4.55,18.6,68.58,96,58,1.9,broken clouds
589,Kirovsk,UA,48.64,38.64,47.01,60,100,9.28,overcast clouds
590,Monte Azul,BR,-15.15,-42.87,75.51,67,56,4.25,broken clouds
591,Tourlaville,FR,49.64,-1.57,57.0,41,0,10.0,clear sky
592,Drumheller,CA,51.46,-112.71,19.99,71,16,8.99,few clouds
593,Sosnovo-Ozerskoye,RU,52.52,111.54,24.17,96,32,8.63,scattered clouds
594,Fort Morgan,US,40.25,-103.8,55.4,43,1,10.29,clear sky
595,Salinas,US,36.68,-121.66,66.0,68,1,12.75,clear sky
596,Lufkin,US,31.34,-94.73,78.8,65,1,4.7,clear sky
597,Filadelfia,US,39.95,-75.16,71.01,88,75,3.36,broken clouds
598,Tabas,IR,33.6,56.92,54.63,34,0,2.39,clear sky
599,Porto San Giorgio,IT,43.18,13.79,54.0,89,48,4.38,scattered clouds
600,Cherskiy,RU,68.75,161.3,22.05,94,0,8.88,clear sky
601,Rockport,US,28.02,-97.05,80.6,88,40,16.11,scattered clouds
602,Challapalle,IN,16.12,80.93,78.8,100,40,6.15,moderate rain
603,Puerto Ayacucho,VE,5.66,-67.62,79.25,82,49,1.45,scattered clouds
604,Boralday,KZ,43.36,76.86,44.6,36,100,4.47,overcast clouds
605,Chinsali,ZM,-10.54,32.08,66.78,59,0,6.22,clear sky
606,Hualmay,PE,-11.1,-77.61,62.8,84,16,9.17,few clouds
607,Saint Anthony,US,45.02,-93.22,35.01,74,100,2.21,overcast clouds
608,Newport,GB,51.59,-3.0,54.0,98,98,1.01,overcast clouds
609,Cubuk,TR,40.24,33.03,52.0,87,0,3.02,clear sky
610,Los Llanos De Aridane,ES,28.66,-17.92,68.0,68,3,6.93,clear sky
611,Lazaro Cardenas,MX,17.96,-102.2,81.27,86,23,5.39,light rain
612,Shingu,JP,33.73,135.98,69.8,73,75,10.29,broken clouds
613,Dzhebariki-Khaya,RU,62.22,135.8,21.67,96,100,3.85,overcast clouds
614,Yarim,YE,14.3,44.38,51.75,46,0,5.35,clear sky
615,Kalmunai,LK,7.42,81.82,79.27,74,0,4.27,clear sky
616,Port Hedland,AU,-20.32,118.57,84.2,39,53,6.93,broken clouds
617,Mandalay,MM,21.97,96.08,77.0,88,75,3.36,broken clouds
618,Kalianget,ID,-7.05,113.93,85.19,62,0,2.98,clear sky
619,Caledonia,US,42.81,-87.92,48.99,93,90,3.36,moderate rain
620,Sangmelima,CM,2.93,11.98,67.37,99,99,1.72,overcast clouds
621,Raudeberg,NO,61.99,5.14,44.01,85,84,21.36,broken clouds
622,Witu,KE,-2.39,40.44,80.6,83,40,6.93,scattered clouds
623,Fortaleza,BR,-3.72,-38.52,80.6,83,75,12.75,broken clouds
624,Nong Kung Si,TH,16.65,103.3,71.6,83,75,2.24,broken clouds
625,Camana,PE,-16.62,-72.71,62.38,77,30,3.06,scattered clouds
626,Troitsko-Pechorsk,RU,62.71,56.2,25.2,95,99,9.6,overcast clouds
627,Nizhniye Sergi,RU,56.66,59.3,26.96,96,100,10.94,light snow
628,Isla Vista,US,34.41,-119.86,63.0,98,10,3.02,clear sky
629,Ulladulla,AU,-35.35,150.47,69.01,77,75,8.05,broken clouds
630,Makrana,IN,27.05,74.72,68.54,38,0,3.31,clear sky
631,Zalantun,CN,48.0,122.72,33.53,70,0,18.86,clear sky
632,Pozo Colorado,PY,-23.49,-58.8,75.7,81,100,2.48,overcast clouds
633,Mangan,IN,27.52,88.53,67.89,28,0,6.64,clear sky
634,Porto Empedocle,IT,37.29,13.53,60.01,87,14,1.99,few clouds
635,Esso,RU,55.93,158.7,31.78,92,80,2.71,broken clouds
636,Yokadouma,CM,3.52,15.05,68.22,94,100,0.25,overcast clouds
637,Birao,CF,10.28,22.79,71.35,82,0,1.7,clear sky
638,Kulhudhuffushi,MV,6.62,73.07,81.28,79,98,10.76,light rain
639,Trelew,AR,-43.25,-65.31,60.08,33,69,22.08,broken clouds
640,Arlit,NE,18.74,7.39,85.71,13,0,6.31,clear sky
641,Mahajanga,MG,-15.72,46.32,75.2,47,20,8.05,few clouds
642,Tucuman,AR,-26.82,-65.22,62.6,93,90,5.82,mist
643,Blagoyevo,RU,63.37,47.92,26.31,97,82,5.55,broken clouds
644,Moose Factory,CA,51.26,-80.61,32.0,98,90,4.7,overcast clouds
645,Rondonopolis,BR,-16.47,-54.64,80.73,61,17,3.65,few clouds
646,Lovozero,RU,68.0,35.01,23.61,96,1,1.86,clear sky
647,Lebanon,US,36.21,-86.29,68.0,82,1,4.16,clear sky
648,Noyabrsk,RU,63.2,75.45,24.91,97,100,3.8,overcast clouds
649,Bonfim,BR,3.08,-59.95,84.78,48,16,6.31,light rain
650,Grenada,ES,37.19,-3.61,64.0,67,95,1.12,overcast clouds
651,Parchim,DE,53.43,11.85,61.0,81,13,15.99,few clouds
652,Esperance,AU,-33.87,121.9,60.8,100,90,13.87,overcast clouds
653,Biltine,TD,14.53,20.92,81.18,15,67,10.4,broken clouds
654,Prien,US,30.18,-93.27,80.6,69,20,4.7,few clouds
655,Pulaski,US,34.77,-92.3,75.2,73,20,4.7,few clouds
656,Rio Tuba,PH,8.51,117.43,83.12,77,93,13.87,moderate rain
657,Naze,JP,28.37,129.48,80.6,83,75,12.75,broken clouds
658,College,US,64.86,-147.8,26.6,79,90,4.7,light snow
659,Graaff-Reinet,ZA,-32.25,24.53,58.21,40,0,2.95,clear sky
660,Mangalia,RO,43.8,28.58,46.0,100,0,5.82,clear sky
661,Cairns,AU,-16.92,145.77,87.01,58,0,10.29,clear sky
662,Gat,IL,31.61,34.76,72.0,77,0,2.24,clear sky
663,Humaita,BR,-7.51,-63.02,76.32,86,99,3.49,moderate rain
664,Caarapo,BR,-22.63,-54.82,74.71,66,48,2.1,scattered clouds
665,Sisophon,KH,13.59,102.97,73.31,75,83,9.93,broken clouds
666,Merauke,ID,-8.47,140.33,85.08,62,74,5.84,broken clouds
667,Bowen,AU,-20.02,148.23,82.4,54,40,9.17,scattered clouds
668,Cockburn Town,TC,21.46,-71.14,81.82,78,100,18.43,overcast clouds
669,Nelson Bay,AU,-32.72,152.15,73.4,60,75,16.11,broken clouds
670,Saint-Leu,RE,-21.15,55.28,69.01,68,93,8.05,overcast clouds
671,Troitskoye,RU,52.98,84.68,47.03,51,100,14.43,overcast clouds
672,Caracollo,PE,-14.92,-70.66,50.22,56,55,1.74,light rain
673,Cuamba,MZ,-14.8,36.54,73.56,61,22,3.4,few clouds
674,Yar-Sale,RU,66.83,70.83,19.42,97,86,12.71,overcast clouds
675,Bonnyville,CA,54.27,-110.73,23.0,67,75,11.41,broken clouds
676,Casablanca,MA,33.59,-7.62,64.4,93,40,8.05,scattered clouds
677,Chebsara,RU,59.2,38.84,29.03,97,82,2.89,broken clouds
678,Waterboro,US,43.54,-70.72,55.99,100,90,4.41,fog
679,Northam,GB,51.03,-4.22,53.01,97,95,3.0,light rain
680,Riyadh,SA,24.69,46.72,62.6,27,0,5.82,clear sky
681,Ust-Omchug,RU,61.15,149.63,23.13,81,100,4.12,overcast clouds
682,Haines Junction,CA,60.75,-137.51,24.67,78,20,2.17,few clouds
683,Petauke,ZM,-14.24,31.33,73.62,53,80,13.69,broken clouds
684,Ramona,US,33.04,-116.87,68.0,77,1,6.93,clear sky
685,Togur,RU,58.36,82.83,36.88,84,100,9.51,overcast clouds
686,Young,UY,-32.68,-57.63,66.99,72,90,7.0,overcast clouds
687,Huilong,CN,31.81,121.66,66.0,83,100,8.77,light rain
688,Miles City,US,46.41,-105.84,33.8,85,90,8.05,overcast clouds
689,Daru,PG,-9.08,143.21,82.35,72,50,9.35,scattered clouds
690,Burley,US,42.54,-113.79,55.4,50,1,8.05,clear sky
691,Asau,RO,46.43,26.4,46.4,81,100,6.93,overcast clouds
692,Kenora,CA,49.82,-94.43,32.0,98,75,5.82,broken clouds
693,Hofn,IS,64.25,-15.21,35.69,82,3,8.12,clear sky
694,Juybar,IR,36.64,52.91,62.94,81,74,3.51,broken clouds
695,Wattegama,LK,6.8,81.48,77.0,100,40,3.36,scattered clouds
696,Tadine,NC,-21.55,167.88,78.12,75,18,11.48,few clouds
697,Stodolishche,RU,54.19,32.65,40.1,96,97,5.19,overcast clouds
698,Gemena,CD,3.25,19.77,68.79,98,100,1.21,overcast clouds
699,Lermontovka,RU,47.15,134.34,48.49,61,98,7.96,overcast clouds
700,Darhan,MN,49.49,105.92,31.86,83,0,7.74,clear sky
701,Tongzi,CN,28.78,105.09,60.82,77,69,1.34,broken clouds
702,Puerto Parra,CO,6.65,-74.06,78.12,84,100,1.9,light rain
703,Shahr-E Babak,IR,30.12,55.12,43.45,48,0,4.5,clear sky
704,Demyansk,RU,57.64,32.47,38.7,94,100,6.6,overcast clouds
705,Shimoda,JP,34.67,138.95,64.4,72,75,13.87,moderate rain
706,Le Port,RE,-20.94,55.29,73.4,69,97,17.22,overcast clouds
707,Flic En Flac,MU,-20.27,57.36,73.4,78,40,10.29,scattered clouds
708,Lensk,RU,60.73,114.93,20.79,95,74,3.56,broken clouds
709,Nadym,RU,65.53,72.52,20.21,98,98,8.21,overcast clouds
710,Djambala,CG,-2.54,14.75,66.04,100,100,3.22,overcast clouds
711,Porangatu,BR,-13.44,-49.15,74.19,76,100,8.55,light rain
712,Bahia Honda,CU,22.9,-83.16,77.85,83,70,6.82,light rain
713,Toamasina,MG,-18.17,49.38,69.8,94,75,3.36,shower rain
714,Sao Gotardo,BR,-19.31,-46.05,68.0,100,68,3.06,moderate rain
715,Macklin,CA,52.33,-109.93,23.92,83,71,9.46,broken clouds
716,Ryotsu,JP,38.08,138.43,64.4,68,100,4.7,overcast clouds
717,La Paz,BO,-16.5,-68.15,44.6,81,75,11.41,broken clouds
718,Necochea,AR,-38.55,-58.74,48.0,72,5,8.01,clear sky
719,San Patricio,US,28.02,-97.52,80.6,78,20,16.11,few clouds
720,Lugazi,UG,0.38,32.92,69.8,88,20,2.04,few clouds
721,Wanning,CN,18.8,110.4,72.86,75,100,16.24,overcast clouds
722,La Jigua,EC,-1.06,-80.26,73.4,78,40,16.11,scattered clouds
723,Ahuimanu,US,21.44,-157.84,82.4,78,75,8.05,broken clouds
724,Platanos,GR,37.67,21.62,57.2,93,0,4.7,clear sky
725,Kangaatsiaq,GL,68.31,-53.46,32.83,90,99,9.62,overcast clouds
726,Ornskoldsvik,SE,63.29,18.72,35.6,100,100,5.82,overcast clouds
727,Carutapera,BR,-1.2,-46.02,78.8,80,100,7.09,overcast clouds
728,Amapa,BR,1.0,-52.0,79.9,65,25,6.15,scattered clouds
729,Soyo,AO,-6.13,12.37,77.18,84,100,8.79,overcast clouds
730,Upington,ZA,-28.45,21.26,62.6,12,0,2.24,clear sky
731,Edd,ER,13.93,41.69,82.13,69,80,3.49,broken clouds
732,Yumen,CN,40.28,97.2,40.01,56,0,6.58,clear sky
