City_ID,City,Country,Max Temp,Description,Lat,Lng,Hotel Name
659,Graaff-Reinet,ZA,58.21,clear sky,-32.25,24.53,Rietjiesbos B&B
662,Gat,IL,72.0,clear sky,31.61,34.76,OlusHome
663,Humaita,BR,76.32,moderate rain,-7.51,-63.02,Corrêa Hotel
664,Caarapo,BR,74.71,scattered clouds,-22.63,-54.82,Hotel Pousada Quinta do Sul
665,Sisophon,KH,73.31,broken clouds,13.59,102.97,Pyramid Hotel
669,Nelson Bay,AU,73.4,broken clouds,-32.72,152.15,Mantra Nelson Bay
670,Saint-Leu,RE,69.01,overcast clouds,-21.15,55.28,La Caz Oceane
673,Cuamba,MZ,73.56,few clouds,-14.8,36.54,Hotel Vision
676,Casablanca,MA,64.4,scattered clouds,33.59,-7.62,Hotel Moroccan House Casablanca
678,Waterboro,US,55.99,fog,43.54,-70.72,Scott's Cove Camping Area
679,Northam,GB,53.01,light rain,51.03,-4.22,Durrant House Hotel
680,Riyadh,SA,62.6,clear sky,24.69,46.72,InterContinental Riyadh
683,Petauke,ZM,73.62,broken clouds,-14.24,31.33,Newline Lodge
684,Ramona,US,68.0,clear sky,33.04,-116.87,Ramona Terrace Estates
686,Young,UY,66.99,overcast clouds,-32.68,-57.63,Posada Gira el Sol
687,Huilong,CN,66.0,light rain,31.81,121.66,Hilton Garden Inn Qidong
690,Burley,US,55.4,clear sky,42.54,-113.79,Fairfield Inn & Suites by Marriott Burley
694,Juybar,IR,62.94,broken clouds,36.64,52.91,مجتمع مسکونی رز
698,Gemena,CD,68.79,overcast clouds,3.25,19.77,Hôtel Goshen
702,Puerto Parra,CO,78.12,light rain,6.65,-74.06,Hotel Colombia Deko
705,Shimoda,JP,64.4,moderate rain,34.67,138.95,Shimoda Tokyu Hotel
706,Le Port,RE,73.4,overcast clouds,-20.94,55.29,Villa Maido
707,Flic En Flac,MU,73.4,scattered clouds,-20.27,57.36,Hilton Mauritius Resort & Spa
710,Djambala,CG,66.04,overcast clouds,-2.54,14.75,Auberge Chez Les Emmanuelles
711,Porangatu,BR,74.19,light rain,-13.44,-49.15,Wembley Park Hotel
712,Bahia Honda,CU,77.85,light rain,22.9,-83.16,Casa Gualberto - Deysi
713,Toamasina,MG,69.8,shower rain,-18.17,49.38,Hotel H1
714,Sao Gotardo,BR,68.0,moderate rain,-19.31,-46.05,Hotel Bomtempo
716,Ryotsu,JP,64.4,overcast clouds,38.08,138.43,Sadokamoko Onsen Kohanno Yado Yoshidaya
720,Lugazi,UG,69.8,few clouds,0.38,32.92,Dr Kalumba Moses
721,Wanning,CN,72.86,overcast clouds,18.8,110.4,Paradise Hotel
722,La Jigua,EC,73.4,scattered clouds,-1.06,-80.26,Centro Turistico Casa Blanca
724,Platanos,GR,57.2,clear sky,37.67,21.62,Hotel Kronio
727,Carutapera,BR,78.8,overcast clouds,-1.2,-46.02,Lidera
729,Soyo,AO,77.18,overcast clouds,-6.13,12.37,Hotel Mpampa
730,Upington,ZA,62.6,clear sky,-28.45,21.26,River Place Manor
733,Do Gonbadan,IR,57.2,clear sky,30.36,50.8,مهمانسرا و تالار فرهنگیان شهرستان گچساران
734,Antalaha,MG,72.0,overcast clouds,-14.9,50.28,Hotel Vitasoa
736,Great Yarmouth,GB,55.0,few clouds,52.61,1.73,Comfort Hotel Great Yarmouth
737,Manicore,BR,75.24,moderate rain,-5.81,-61.3,Pousada da wanda
740,Halifax,CA,61.0,scattered clouds,44.65,-63.57,Hotel Halifax
742,Payson,US,73.4,clear sky,40.04,-111.73,Quality Inn Payson I-15
743,Jijiga,ET,61.0,clear sky,9.35,42.8,RAMAAS HOTEL
747,Itoman,JP,75.2,heavy intensity shower rain,26.12,127.67,Southern Beach Hotel & Resort Okinawa
751,Plettenberg Bay,ZA,60.94,clear sky,-34.05,23.37,Thanda Vista B&B
752,Plattsburgh,US,64.4,overcast clouds,44.7,-73.45,La Quinta Inn & Suites by Wyndham Plattsburgh
754,Glace Bay,CA,53.01,light intensity drizzle,46.2,-59.96,Cedarwoods Bed & Breakfast
755,Muscat,OM,71.6,clear sky,23.61,58.59,Mutrah Hotel
756,Otavi,NM,62.33,clear sky,-19.65,17.33,Stop 'n Stay Otavi Rest Camp
758,Jalu,LY,62.19,clear sky,29.03,21.55,Jalu Hotel
761,Bireun,ID,79.93,overcast clouds,5.2,96.7,OYO 2303 Hotel Blang Raya
763,Marrakesh,MA,64.4,broken clouds,31.63,-8.01,Les Jardins de La Koutoubia
764,Santona,ES,66.2,overcast clouds,43.44,-3.46,Playamar
765,Bomet,KE,53.49,few clouds,-0.78,35.34,Mosop Annex club
771,Gladstone,AU,78.8,light rain,-23.85,151.25,Highpoint International
773,Bingol,TR,51.12,clear sky,38.88,40.49,Bingol Police House
775,Hukuntsi,BW,74.97,clear sky,-24.0,21.75,Entabeni Hotel
777,Yining,CN,64.22,clear sky,29.04,114.56,Xiushui Hotel
779,Carbonia,IT,68.0,few clouds,39.17,8.52,Lu 'Hotel
780,Borgomanero,IT,55.0,overcast clouds,45.7,8.46,Hotel Rinaldo
781,Ialibu,PG,67.82,moderate rain,-6.28,143.99,Kagena-Yapu guest Homes
783,North Bend,US,57.99,clear sky,43.41,-124.22,Red Lion Hotel Coos Bay
784,Ruhengeri,RW,59.72,overcast clouds,-1.5,29.64,Relay's Gorillas Hotel
787,Jacareacanga,BR,72.9,moderate rain,-6.22,-57.75,Casa do Ian😎
788,Perleberg,DE,61.0,clear sky,53.07,11.87,Sport- & Vital-Resort Neuer Hennings Hof
789,Morant Bay,JM,77.0,light intensity shower rain,17.88,-76.41,Whispering Bamboo Cove Resort
791,Elk Plain,US,51.8,clear sky,47.05,-122.4,Loveland Mobile Estates
794,Pekan,MY,75.2,moderate rain,3.48,103.4,Pekan Budget Hotel
796,Waitati,NZ,54.0,overcast clouds,-45.75,170.57,Arden Country House Dunedin
797,Rafaela,AR,66.99,scattered clouds,-31.25,-61.49,Parra Hotel & Suites
798,Olhao,PT,62.6,light rain,37.03,-7.84,Zenit Guest House
800,Bedburg,DE,62.6,broken clouds,50.99,6.57,Landhaus Danielshof
803,Teknaf,BD,76.55,moderate rain,20.86,92.31,Magnum Engineering & Construction
804,Victor Harbor,AU,59.0,light rain,-35.57,138.62,Apollon Motor Inn
805,Russell,US,75.2,clear sky,32.35,-85.2,Macs
806,Buraydah,SA,62.6,clear sky,26.33,43.98,Mövenpick Hotel Qassim
807,Morristown,US,68.0,haze,36.21,-83.29,Days Inn by Wyndham Morristown
809,Bulawayo,ZW,63.28,overcast clouds,-20.15,28.58,4 On Housman Backpackers
810,Phalombe,MW,67.3,clear sky,-15.81,35.65,RIVONIA
811,Tshela,CD,73.76,overcast clouds,-4.98,12.93,Hotel Mirador
812,Saint-Joseph,RE,69.01,broken clouds,-21.37,55.62,"""Plantation Bed and Breakfast"
814,Caravelas,BR,74.66,overcast clouds,-17.71,-39.25,Pousada dos Navegantes
816,Pindiga,NG,73.11,overcast clouds,9.98,10.93,Accommodation Center
819,Komsomolskiy,UZ,50.0,broken clouds,40.43,71.72,Ikathouse
821,Rutland,US,66.2,overcast clouds,43.62,-73.02,Comfort Inn Trolley Square
824,Faya,SA,59.0,broken clouds,18.39,42.45,مقبرة ال مجمل
826,Ortigueira,BR,65.93,clear sky,-24.21,-50.95,Village Das Araucarias
828,Venado Tuerto,AR,57.0,overcast clouds,-33.75,-61.97,La Bianca.
829,Chabahar,IR,75.29,clear sky,25.29,60.64,هتل گدروشیا
831,Sharjah,AE,77.0,clear sky,25.36,55.4,Swiss Belhotel Sharjah
833,Coihaique,CL,51.8,clear sky,-45.58,-72.07,Diego De Almagro Coyhaique
834,Dera Bugti,PK,65.95,clear sky,29.03,69.15,SARDAR GHULAM MUSTAFA KHAN BUGTI
839,Porto Tolle,IT,54.0,clear sky,44.95,12.32,Klaus sas di Boscolo Claudio & c.
840,Stephenville,US,77.0,clear sky,32.22,-98.2,La Quinta Inn & Suites by Wyndham Stephenville
841,Camaqua,BR,62.51,light rain,-30.85,-51.81,Bartz Hotel
843,Marienburg,PL,50.0,clear sky,54.04,19.03,Hotel Centrum Malbork
845,Parana,AR,70.0,overcast clouds,-31.73,-60.52,Howard Johnson Plaza Hotel Mayorazgo
850,Lucapa,AO,66.81,light rain,-8.42,20.74,Residência Ulisses Dos Santos
851,Maracacume,BR,75.6,few clouds,-2.04,-45.96,Motel imperial
853,Garoua,CM,76.71,few clouds,9.3,13.4,Hotel De L'Amitie
854,Kismayo,SO,79.25,few clouds,-0.36,42.55,Agan-Hotel
855,Naples,IT,57.99,clear sky,40.83,14.25,Renaissance Naples Hotel Mediterraneo
857,Isiro,CD,67.51,light rain,2.77,27.62,Nova
859,Piney Green,US,71.6,clear sky,34.72,-77.32,Holiday City Mobile Home Park
861,Christchurch,NZ,62.01,broken clouds,-43.53,172.63,"Chateau on the Park - Christchurch, a DoubleTree by Hilton"
862,Plainview,US,66.0,mist,40.78,-73.47,Holiday Inn Plainview-Long Island
863,Damghan,IR,52.88,clear sky,36.17,54.35,خوابگاه اساتيد دانشگاه دامغان
865,Ilo,PE,62.87,overcast clouds,-17.64,-71.34,Torreblanca Hotel
866,Wanlaweyn,SO,77.79,clear sky,2.62,44.89,Haji Qasim Hotel
867,Parede,PT,59.0,light rain,38.69,-9.35,Riviera Hotel
870,Garowe,SO,79.02,clear sky,8.41,48.48,Curubo Hotel
871,Dabakala,CI,74.61,scattered clouds,8.37,-4.43,Hôtel Campement
872,Maldonado,UY,59.0,moderate rain,-34.67,-54.92,La Cimarrona
873,Kurilsk,RU,53.56,overcast clouds,45.23,147.88,Guest House on Kooperativnaya
876,Correntina,BR,77.5,moderate rain,-13.34,-44.64,Hotel Pousada dos Sonhos
879,Gallup,US,60.8,clear sky,35.53,-108.74,El Capitan Motel
883,Tepeojuma,MX,66.99,scattered clouds,18.72,-98.45,Villa Piramidal
884,Rayadrug,IN,71.47,overcast clouds,14.7,76.87,Mali arts
888,Port Augusta,AU,68.0,light rain,-32.5,137.77,Majestic Oasis Apartments
889,Makueni,KE,61.11,overcast clouds,-1.8,37.62,PERMA HOTEL
891,Batemans Bay,AU,72.0,broken clouds,-35.72,150.18,Batemans Bay Marina Resort
898,Alghero,IT,60.01,broken clouds,40.56,8.32,Hotel Carlos V
900,Mehndawal,IN,72.72,clear sky,26.98,83.11,jaiswal atithi bhawan
903,Karachi,PK,66.2,smoke,24.91,67.08,Hillside Homes
904,San Juan,AR,67.96,clear sky,-31.54,-68.54,Hotel Provincial
906,Allanridge,ZA,64.78,clear sky,-27.75,26.64,The Hatchery
907,Oranjemund,NM,63.99,overcast clouds,-28.55,16.43,The Fisherman's Cove
912,Sur,OM,73.56,clear sky,22.57,59.53,Sur Plaza Hotel
914,Pochutla,MX,78.01,overcast clouds,15.74,-96.47,Hotel Posada San Jose
919,Calabozo,VE,77.11,clear sky,8.92,-67.43,Hotel Giardini
921,Hit,IQ,74.3,clear sky,33.64,42.83,Aboody Alhachem
922,Champasak,LA,69.8,few clouds,14.75,106.0,Kiat Ngong Wetland BUNGALOW
925,Juba,SS,71.92,light rain,4.85,31.58,ROYAL PALACE HOTEL - JUBA
927,Namanga,KE,64.51,broken clouds,-2.54,36.79,Hillsgate Home
931,Vacaria,BR,64.99,light rain,-28.51,-50.93,Pampa Hotel - Vacaria/RS
933,Fernandez,AR,72.0,clear sky,-27.92,-63.89,Cordoba Hunting
934,Bull Savanna,JM,75.67,overcast clouds,17.89,-77.59,Big Red's
937,Bereda,ES,51.01,clear sky,43.27,-7.54,Pazo de Verdes
938,Panormos,GR,64.0,scattered clouds,35.42,24.69,Kirki Village Ξενοδοχείο
939,Monrovia,LR,78.57,light rain,6.3,-10.8,Eco-Hotel Hall & Restaurant
940,Vallenar,CL,60.04,clear sky,-28.57,-70.76,Humacao Bed & Breakfast
941,Cabedelo,BR,77.0,broken clouds,-6.98,-34.83,Lua Mansa Pousada
942,Domokos,GR,59.0,few clouds,39.13,22.3,ΜΗΤΡΟΠΟΛΗ ΦΘΙΩΤΙΔΑΣ
944,Abha,SA,59.0,broken clouds,18.22,42.51,Abha Hotel
945,Pangai,TO,77.0,broken clouds,-19.8,-174.35,Ha'apai Beach Resort
948,Araxa,BR,65.7,moderate rain,-19.59,-46.94,Plaza Inn Flat Araxá
949,Batticaloa,LK,79.25,clear sky,7.71,81.69,Grand Star Guest House
950,Fortuna,US,57.0,clear sky,40.6,-124.16,Super 8 by Wyndham Fortuna
951,Comodoro Rivadavia,AR,55.4,clear sky,-45.87,-67.5,Austral Hotel
952,Dehloran,IR,68.04,clear sky,32.69,47.27,مسافرخانه قدس(عبدالله خداکرمی)
953,Camacari,BR,78.8,broken clouds,-12.7,-38.32,Sítio Blasi
954,Miyoshi,JP,70.0,light rain,35.08,137.07,豊田 ホテルマイン
955,Fairview,US,64.99,mist,40.81,-74.0,Homewood Suites by Hilton Edgewater-NYC Area
956,Nishihara,JP,77.0,heavy intensity shower rain,26.18,127.76,Minshuku Agaihama
957,Oxford,GB,53.01,scattered clouds,51.75,-1.26,Malmaison Oxford
958,Byron Bay,AU,68.0,heavy intensity rain,-28.65,153.62,Backpackers Inn on the Beach
959,Salamiyah,SY,61.43,clear sky,35.01,37.05,Gondolas Forum grandchildren and grandparents
960,Kutum,SD,72.84,clear sky,14.2,24.67,Dibbo areaمنطقة دبو
962,Carahue,CL,50.0,clear sky,-38.7,-73.17,Hospedaje Familiar
966,San Vicente,AR,68.9,light rain,-26.62,-54.13,Complejo Turístico Farelluk
971,Taboao Da Serra,BR,66.99,overcast clouds,-23.63,-46.79,Vitara Motel
973,Bartlesville,US,75.0,clear sky,36.75,-95.98,Hilton Garden Inn Bartlesville
975,Worthington,US,62.6,overcast clouds,40.09,-83.02,Sheraton Suites Columbus Worthington
976,Takaka,NZ,61.0,few clouds,-40.85,172.8,Golden Bay Motels
982,Traralgon,AU,64.0,overcast clouds,-38.18,146.53,Comfort Inn Traralgon
983,Kontagora,NG,74.84,clear sky,10.4,5.47,City Gate Inn
985,Sibolga,ID,75.63,moderate rain,1.74,98.78,Hotel Syariah CN Darussalam
986,Blytheville,US,71.6,clear sky,35.93,-89.92,Days Inn by Wyndham Blytheville
987,Tazmalt,DZ,71.6,overcast clouds,36.39,4.4,Hôtel Numédia
994,Arrecife,ES,69.8,few clouds,28.96,-13.55,Hotel Lancelot
995,Paka,MY,77.0,moderate rain,4.64,103.44,Rumbia Resort Villa Paka Terengganu
997,Port Hawkesbury,CA,53.6,fog,45.62,-61.35,MacKenzie House Tourist Home B&B
998,Murray Bridge,AU,71.01,broken clouds,-35.12,139.27,Balcony On Sixth Lodge
1003,San Rafael Del Sur,NI,78.8,smoke,11.85,-86.44,Hospedaje El Chino
1007,Lannion,FR,51.8,clear sky,48.75,-3.42,Hotel Arcadia
1008,Gisborne,NZ,64.0,light rain,-38.65,178.0,ASURE Alfresco Motor Lodge
1010,Lamar,US,75.2,clear sky,33.67,-95.58,Kings Inn Paris TX
1011,Cardenas,CU,73.4,scattered clouds,23.04,-81.2,Casa JF 1906
1012,Peterhead,GB,51.8,heavy intensity rain,57.51,-1.8,Palace Hotel
1015,Xapuri,BR,73.18,overcast clouds,-10.65,-68.5,Restaurante Viana
1016,Kamaishi,JP,59.0,broken clouds,39.27,141.88,Hotel Route Inn Kamaishi
1018,Tabou,CI,77.38,overcast clouds,4.42,-7.35,hotêl doufoulougou
1020,La Baule-Escoublac,FR,55.4,broken clouds,47.29,-2.36,Hôtel Barrière Le Royal La Baule
1021,Lakes Entrance,AU,62.01,broken clouds,-37.88,147.98,The Esplanade Resort & Spa
1022,Pine Bluff,US,77.0,clear sky,34.23,-92.0,Holiday Inn Express & Suites Pine Bluff/Pines Mall
1023,Riverton,US,63.0,clear sky,40.52,-111.94,Ramada by Wyndham Draper
1024,Sakakah,SA,68.0,clear sky,29.97,40.21,Fakhamat Al Orjoana Apartment
1026,Aflao,TG,78.8,scattered clouds,6.12,1.19,Hotel LeBenin
1027,Kuzhithurai,IN,78.8,mist,8.32,77.18,Hotel Prasanthi
1030,Zhuhai,CN,73.4,scattered clouds,22.28,113.57,珠海粤财假日酒店
1034,Ipixuna,BR,78.8,broken clouds,-1.76,-48.8,Casa da Oscarina
1036,Mizque,BO,66.18,clear sky,-17.94,-65.34,Hotel Mizque
1038,Karasburg,NM,66.51,clear sky,-28.02,18.75,Hoon's Selfcatering
1041,Okitipupa,NG,74.25,clear sky,6.5,4.78,Coastal Hotel & Suites
1045,Fukue,JP,66.2,broken clouds,32.69,128.84,Goto Guesthouse Utojuku & SA Car Rental
1046,Kanganpur,PK,65.21,clear sky,30.77,74.12,Aslam Sweets House
1048,Yatou,CN,57.47,clear sky,37.15,122.38,GreenTree Hotel Rongcheng Bus Station
1049,Changzhou,CN,68.0,overcast clouds,31.78,119.97,Gongyuan Hotel
1050,Yenagoa,NG,75.7,scattered clouds,4.92,6.26,Amba Hotels Limited
1051,Canto Do Buriti,BR,78.98,clear sky,-8.11,-42.94,Novo Hotel
1056,Morondava,MG,71.83,clear sky,-20.28,44.28,La Case Bambou
1057,Texarkana,US,77.0,clear sky,33.43,-94.05,Holiday Inn Express & Suites Texarkana
1059,Maraba,BR,79.74,clear sky,-5.37,-49.12,Hotel Del Principe
1062,Ankpa,NG,73.06,overcast clouds,7.37,7.63,AA Suites
1063,Kaeo,NZ,60.26,light rain,-35.1,173.78,Bushido Lodge
1065,Pyay,MM,75.04,few clouds,18.82,95.22,Shwe Pyi Thar
1066,Varca,IN,77.0,mist,15.22,73.92,"Taj Exotica Resort & Spa, Goa"
1067,Buchanan,LR,77.29,moderate rain,5.88,-10.05,Kamaneahn Hotel Inc
1068,Colotlan,MX,69.69,few clouds,22.1,-103.27,Hotel Hacienda de los Galvez
1069,Enid,US,78.8,few clouds,36.4,-97.88,Ramada by Wyndham Enid
1070,Sarkand,KZ,52.16,clear sky,45.41,79.92,Гостиница Сарканд
1078,Nueva Loja,EC,70.11,overcast clouds,0.08,-76.88,Limoncocha Great Hotel
1079,Schiedam,NL,59.0,overcast clouds,51.92,4.38,Novotel Rotterdam Schiedam
1082,Barranca,PE,61.16,broken clouds,-10.75,-77.77,El Olivar Hospedaje
1085,Buguda,IN,75.24,broken clouds,19.82,84.8,Pallishree Video creations
1089,Manica,FR,51.8,clear sky,49.0,-1.17,Gite Lily
1090,Coracora,PE,53.55,overcast clouds,-15.03,-73.78,coracora - ayachucho
1091,Shamsabad,IN,76.24,overcast clouds,27.02,78.13,Garhi Sakkan Patti Shekhupur
1092,Valparaiso,CL,53.6,few clouds,-33.04,-71.63,Hotel Ultramar
1094,Derbent,RU,56.1,overcast clouds,42.07,48.29,Elit
1098,Miguel Calmon,BR,70.7,scattered clouds,-11.43,-40.59,Pousada Guiomar
1100,Muscatine,US,50.0,overcast clouds,41.47,-91.13,Bed Bekfast
1102,Bam,IR,58.84,clear sky,29.11,58.36,Bam Tourist Hotel
1104,Tsumeb,NM,70.56,clear sky,-19.23,17.72,TeaterHuis Guest House
1108,Port Shepstone,ZA,64.49,overcast clouds,-30.74,30.45,My Den Beachfront B&B And Self-Catering
1109,Carroll,US,66.0,clear sky,39.55,-77.02,Best Western Westminster Hotel
1110,Guilin,CN,57.2,few clouds,25.28,110.29,Grand 0773 Hotel
1111,Praia Da Vitoria,PT,62.6,broken clouds,38.73,-27.07,Hotel Branco I
1112,Sigiriya,LK,76.06,few clouds,7.95,80.74,Hotel Sigiriya
1113,Turayf,SA,59.0,clear sky,31.67,38.66,Swiss Spirit Hotel & Suites Turaif
1117,Taylorville,US,53.6,mist,39.55,-89.29,Economy Inn
1119,Santiago,CL,64.0,clear sky,-33.46,-70.65,Hotel Panamericano
1121,Sabha,LY,68.68,clear sky,27.04,14.43,محطة ام الارانب -سبها مواصلات
1122,Yuzhnyy,RU,51.8,overcast clouds,53.25,83.69,Golden Horseshoe
1123,Lampa,CL,64.0,clear sky,-33.28,-70.9,El sueño de Lampa I y II
1124,Nouadhibou,MR,69.8,clear sky,20.93,-17.03,El Medina
1127,Wyndham,US,66.99,clear sky,37.7,-77.61,Hilton Richmond Hotel & Spa/Short Pump
1129,Inongo,CD,71.78,overcast clouds,-1.95,18.27,Hotel Du Lac
1130,Copiapo,CL,53.6,clear sky,-27.37,-70.33,Antay Casino Hotel
1132,Malakal,SS,72.97,overcast clouds,9.53,31.66,Nile Palace Hotel
1139,Bure,ET,53.29,clear sky,10.7,37.07,Holiday
1140,Kumba,CM,71.74,broken clouds,4.64,9.45,El Bethel Hotel
1141,Hokitika,NZ,54.97,scattered clouds,-42.72,170.97,Beachfront Hotel Hokitika
1144,Marapanim,BR,78.13,broken clouds,-0.72,-47.7,Ecomangue Pousada
1145,Chicama,PE,64.8,scattered clouds,-7.84,-79.15,Hospedaje Punta Cana PERU
1146,Eibar,ES,54.0,clear sky,43.18,-2.47,Hotel Villa De Ermua
1147,Chiredzi,ZW,68.68,overcast clouds,-21.05,31.67,The Nesbitt Arms
1148,Sarrebourg,FR,63.0,overcast clouds,48.73,7.05,ibis budget Sarrebourg Buhl
1150,Adoni,IN,71.51,overcast clouds,15.63,77.28,Bheemas Regency
1151,Ibb,YE,60.84,clear sky,13.97,44.18,فندق بابل السياحي
1153,Gilgit,PK,54.97,clear sky,35.92,74.31,Tourist Hamlet Gilgit
1155,Lagunas,PE,73.4,light rain,-5.23,-75.68,Hospedaje Eco
1156,Quthing,LS,58.78,light rain,-30.4,27.7,Mountainside Hotel
1158,Ponta Delgada,PT,59.0,broken clouds,37.73,-25.67,Vila Nova Hotel
1159,Moroni,KM,79.27,overcast clouds,-11.7,43.26,Hotel les Arcades
1161,Fez,MA,60.8,broken clouds,34.04,-5.0,Hotel Mounia Fès
1162,Frutal,BR,74.77,overcast clouds,-20.02,-48.94,Hotel Recanto Dos Ipês
1167,Langwedel,DE,62.01,broken clouds,52.97,9.22,Gästehaus Meyer
1169,Natal,BR,77.0,broken clouds,-5.79,-35.21,Villa Park Hotel | Natal
1170,Antofagasta,CL,59.0,broken clouds,-23.65,-70.4,Holiday Inn Express Antofagasta
1172,Maxixe,MZ,70.63,clear sky,-23.86,35.35,Oceano
1173,Liepaja,LV,51.8,light rain,56.54,21.04,Promenade Hotel
1174,Swan Hill,AU,74.93,broken clouds,-35.34,143.55,Lazy River Motor Inn
1175,Beverwijk,NL,57.99,scattered clouds,52.48,4.65,Hotel Marquette
1179,Sile,TR,61.0,overcast clouds,41.18,29.61,Seref Hotel
1181,Paraopeba,BR,68.0,few clouds,-19.28,-44.4,HC Hotel Paraopeba
1182,Santa Helena De Goias,BR,75.81,overcast clouds,-17.81,-50.6,Hotel Pacheco
1186,Zhangye,CN,51.28,clear sky,38.93,100.45,Zhangye Lvzhou Holiday Inn
1187,Rehoboth,NM,63.68,broken clouds,-23.32,17.08,Noble Luminous Accommodation
1190,Tangermunde,DE,61.0,few clouds,52.54,11.98,Schlosshotel Tangermünde
1191,Pucallpa,PE,74.28,moderate rain,-8.38,-74.55,Hotel Sol de Oriente - Pucallpa
1193,Rincon,US,70.0,broken clouds,32.3,-81.24,Bent tree subdivision
1194,Opuwo,NM,56.86,clear sky,-18.06,13.84,ABBA Guesthouse
1195,Muros,ES,59.0,light rain,42.78,-9.06,Apartment Av. Castelao
1198,Narasannapeta,IN,75.85,light rain,18.42,84.05,G.lingaraju home
1199,Dolores,AR,54.23,overcast clouds,-36.31,-57.68,Apart Hotel - Arianos
1203,Toccoa,US,66.2,clear sky,34.58,-83.33,Quality Inn
1205,Dir,PK,54.21,clear sky,35.21,71.88,Dir electric store
1206,Camacha,PT,64.4,few clouds,33.08,-16.33,Hotel Porto Santo & Spa
1210,Terre Haute,US,62.6,overcast clouds,39.47,-87.41,Drury Inn & Suites Terre Haute
1211,Naliya,IN,78.08,scattered clouds,23.27,68.83,Hotel Panchvati
1212,Isoka,ZM,65.52,few clouds,-10.16,32.63,Musanchi Guest House
1213,Malokaterynivka,UA,53.6,broken clouds,47.65,35.25,Душевный отдых
1214,Luwingu,ZM,69.19,broken clouds,-10.26,29.93,"Mountain City Lodge. Luwingu, Zambia"
1217,Gweta,BW,74.57,clear sky,-20.18,25.23,Gweta Lodge
1218,Weymouth,US,66.2,scattered clouds,42.22,-70.94,"Boston Motel Weymouth/Boston, MA"
1221,Berekua,DM,75.99,overcast clouds,15.23,-61.32,CarRod's Cottages
1223,Suruc,TR,66.2,clear sky,36.98,38.42,Kumbet Otel
1224,Porto Walter,BR,72.28,moderate rain,-8.27,-72.74,Hotel Silva
1226,Oxelosund,SE,51.8,light intensity drizzle,58.67,17.1,Stjärnholms Slott
1227,Capoterra,IT,68.0,few clouds,39.18,8.97,B&B I Girasoli Fioriti
1230,Erzin,TR,73.99,clear sky,36.96,36.2,Artemis Otel
1231,Sao Jose Da Coroa Grande,BR,76.55,clear sky,-8.9,-35.15,Crôa Mares Hotel
1232,Rockland,US,64.99,clear sky,41.17,-74.05,National Camp Association
1234,Chinhoyi,ZW,69.62,clear sky,-17.37,30.2,Msasa Guest House Chinhoyi (Wendy Shaw)
1236,Dromolaxia,CY,68.0,clear sky,34.88,33.59,Flamingo Beach Hotel
1238,Monduli,TZ,62.6,few clouds,-3.3,36.45,Monduli Lutheran Youth Hostel
1239,Moerai,PF,77.29,few clouds,-22.43,-151.33,Le Manotel
1240,Sechura,PE,66.9,few clouds,-5.56,-80.82,Hospedaje Costa Bella
1242,Nokha,IN,71.71,clear sky,27.6,73.42,Fauji hotel and Restaurant9636024676
1247,Bisho,ZA,55.18,clear sky,-32.85,27.44,RUACH MANOR
1248,Jadu,LY,58.62,clear sky,31.95,12.03,سيفاو عبازة
1253,Shirochanka,RU,51.19,overcast clouds,46.65,38.4,3-местный номер
1256,Lake City,US,75.0,scattered clouds,30.19,-82.64,Ramada Limited Lake City
1257,Sungaipenuh,ID,66.42,light rain,-2.08,101.38,Hotel Jaya Wisata 2
1258,La Plata,AR,59.0,moderate rain,-34.92,-57.95,Hotel Corregidor
1260,Smirnykh,RU,53.6,overcast clouds,49.75,142.83,Gorodok
1261,Hastings,GB,57.99,clear sky,50.86,0.57,Zanzibar Hotel
1262,Mildura,AU,77.0,clear sky,-34.2,142.15,Mercure Hotel Mildura
1264,Phalaborwa,ZA,64.4,clear sky,-23.94,31.14,Bothabelo B&B
1265,Quatre Cocos,MU,73.4,scattered clouds,-20.21,57.76,Emeraude Beach Attitude Hotel
1266,Concepcion,CL,55.4,clear sky,-36.83,-73.05,Hotel El Araucano
1269,Wanaka,NZ,59.29,overcast clouds,-44.7,169.15,Wanaka Homestead Lodge and Cottages
1272,Hun,LY,60.46,clear sky,29.13,15.95,Alrwasi Hotel
1274,Gunjur,GM,78.8,overcast clouds,13.2,-16.73,Kuba Lodge
1276,Coahuayana,MX,78.8,broken clouds,18.73,-103.68,Hotel Los Arcos
1277,Vanino,RU,54.88,overcast clouds,49.09,140.25,Гостиница 5 Звезд
1280,Healesville,AU,68.0,overcast clouds,-37.65,145.52,Rivendell on Cornelius
1281,Maputo,MZ,68.0,broken clouds,-25.97,32.59,Pestana Rovuma
1283,Chegutu,ZW,68.34,clear sky,-18.13,30.14,Jacaranda Lodge
1284,Bentiu,SS,75.13,overcast clouds,9.23,29.83,Mandela hôtel
1285,Porto Santo,PT,64.4,few clouds,33.07,-16.34,Hotel Porto Santo & Spa
1288,Oliveira Dos Brejinhos,BR,78.26,few clouds,-12.32,-42.9,Hotel Paraiso
1290,Bumba,CD,71.83,light rain,2.18,22.47,Hôtel Cape Town
1292,Robertsport,LR,79.18,light rain,6.75,-11.37,Kwepunha Retreat
1293,Grenaa,DK,57.2,overcast clouds,56.42,10.88,Hotel Marina
1295,Okato,NZ,64.99,light rain,-39.2,173.88,Goodin Country Garden
