City_ID,City,Country,Max Temp,Description,Lat,Lng,Hotel Name
76,Port Elizabeth,ZA,55.4,clear sky,-33.92,25.57,39 On Nile Guest House
78,Saldanha,ZA,51.8,clear sky,-33.01,17.94,Blue Bay Lodge
79,Srivardhan,IN,77.74,light rain,18.03,73.02,Savli Resort/Hotel - Shrivardhan
80,Souillac,MU,73.4,scattered clouds,-20.52,57.52,Bils' Villa
81,Pisco,PE,63.0,clear sky,-13.7,-76.22,Hostal San Isidro Oficial
82,Mataura,NZ,64.99,overcast clouds,-46.19,168.86,Ellie's Villa
85,Madinat Sittah Uktubar,EG,69.8,clear sky,29.82,31.05,Happy Kennel Academy
86,Puerto Ayora,EC,68.0,overcast clouds,-0.74,-90.35,Finch Bay Galapagos Hotel
87,Mahebourg,MU,73.4,few clouds,-20.41,57.7,Shandrani Beachcomber Resort & Spa
89,Macas,EC,67.3,light rain,-2.32,-78.12,Casa Upano - Guesthouse & Sanctuary
91,Rio Grande,BR,63.0,overcast clouds,-32.03,-52.1,Hotel Atlântico Rio Grande
92,Mwene-Ditu,CD,65.8,scattered clouds,-7.0,23.45,Hôtel Kamas
93,Hobart,AU,66.0,broken clouds,-42.88,147.33,St Ives Hobart Accommodation Tasmania
94,Jishou,CN,63.18,clear sky,28.32,109.72,7Days Inn Jishou Railway Station
95,Tuatapere,NZ,64.99,overcast clouds,-46.13,167.68,Ron and Tony's Bed & Breakfast
97,New Norfolk,AU,66.0,clear sky,-42.78,147.06,The Shingles Riverside Cottages
99,Salalah,OM,78.8,scattered clouds,17.02,54.09,HAMDAN PLAZA HOTEL
101,Sri Aman,MY,77.0,few clouds,1.24,111.46,Seri Simanggang Hotel
102,Avarua,CK,77.0,light rain,-21.21,-159.78,Paradise Inn
103,Busselton,AU,61.0,clear sky,-33.65,115.33,Observatory Guest House
105,Abu Kamal,SY,71.28,clear sky,34.45,40.92,محطة التلفاز
106,Karlskoga,SE,52.0,moderate rain,59.33,14.52,Hotel Alfred Nobel
